had1,had2,z1,z2,mins,maxx,fit_line,conv
300.0,100.0,0.25,0.15,-0.024187513212390214,-0.01583248064013544,-0.019968527147016284,-0.013264811376060507
300.0,100.0,0.25,0.20357142857142854,-0.03464140621280388,-0.024035920264950487,-0.02935963866816464,-0.02437765492996352
300.0,100.0,0.25,0.2571428571428571,-0.04460391581131266,-0.03193106389964915,-0.03831414191305173,-0.035878638282410724
300.0,100.0,0.25,0.3107142857142857,-0.05362148628157359,-0.03916746939555263,-0.04650992977528313,-0.046330949845881035
300.0,100.0,0.25,0.3642857142857143,-0.061877438607219136,-0.04575920540125325,-0.05407423108234154,-0.05559709882573463
300.0,100.0,0.25,0.4178571428571428,-0.07015597672560943,-0.052025167828997625,-0.06151221520391836,-0.06425192061467191
300.0,100.0,0.25,0.4714285714285714,-0.0786542574760176,-0.05843998410462314,-0.06909412291195881,-0.07270436073514415
300.0,100.0,0.25,0.525,-0.08776891779149255,-0.0653341325224995,-0.07723234677733254,-0.08155564858705544
300.0,100.0,0.25,0.5785714285714285,-0.09760434945643293,-0.07271769173185383,-0.08602088791467223,-0.09101395784996165
300.0,100.0,0.25,0.6321428571428571,-0.10808144771380168,-0.08059466351050182,-0.09538932199559194,-0.1011132750926918
300.0,100.0,0.25,0.6857142857142857,-0.11924537759390574,-0.08879900850060922,-0.10517299614238787,-0.11174970198444135
300.0,100.0,0.25,0.7392857142857143,-0.1305296959612759,-0.0969847697615054,-0.11502301158409378,-0.122690906874061
300.0,100.0,0.25,0.7928571428571428,-0.14174431809341756,-0.10502311627799436,-0.12469422697235448,-0.1338260241468029
300.0,100.0,0.25,0.8464285714285714,-0.15253251045293015,-0.11274837046570355,-0.13398890199461838,-0.14522183147402676
300.0,100.0,0.25,0.9,-0.16292762769944835,-0.12019399818682573,-0.14294565483522,-0.1572073851851917
300.0,100.0,0.35,0.15,-0.015521384900578824,-0.010627864645732251,-0.013058878803091098,-0.00891994656238228
300.0,100.0,0.35,0.20357142857142854,-0.02258970378330216,-0.015808623393309112,-0.019214445867661984,-0.01685897376113929
300.0,100.0,0.35,0.2571428571428571,-0.029887222036340932,-0.0212196809649269,-0.025627600491035782,-0.025164194746506607
300.0,100.0,0.35,0.3107142857142857,-0.037260322866174235,-0.026630958118316,-0.03204985057885544,-0.03268697496578166
300.0,100.0,0.35,0.3642857142857143,-0.0446623961713736,-0.03180781133695567,-0.03840790517031666,-0.03932173312215593
300.0,100.0,0.35,0.4178571428571428,-0.05217860322765271,-0.03703286930523098,-0.044859663499602416,-0.045362610419268444
300.0,100.0,0.35,0.4714285714285714,-0.05991870050444144,-0.04239103801400765,-0.051501755869516434,-0.05114234511130454
300.0,100.0,0.35,0.525,-0.06814748510312878,-0.0479116761801174,-0.05856224765347806,-0.05703776676356132
300.0,100.0,0.35,0.5785714285714285,-0.0769498442176287,-0.05366696463873604,-0.06611596322031743,-0.06327941475338009
